TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
Capitol Lake Trails (Marathon Park and Heritage Park),Olympic Peninsula,5.7,trails,,,3.0,2,47.0369026452,-122.91269213,2020-11-23,6,https://www.wta.org/go-hiking/hikes/capitol-lake-north-basin-shoreline-trail-and-sidewalk-loop-marathon-park-heritage-park
Ptarmigan Peak,North Cascades,,,,8614.0,0.0,0,48.865953,-120.53209,2017-07-21,2,https://www.wta.org/go-hiking/hikes/ptarmigan-peak
Methow Community Trail,North Cascades,4.8,one-way,,,0.0,0,48.5967625452,-120.434532166,2021-01-26,5,https://www.wta.org/go-hiking/hikes/methow-community-trail
Points Loop Trail,Puget Sound and Islands,,,,,0.0,0,47.636944,-122.227792,2017-02-25,1,https://www.wta.org/go-hiking/hikes/point-loops-trail
McKenzie Conservation Area,Eastern Washington,3.3,trails,436.0,2434.0,0.0,0,47.8012799007,-117.121131225,2021-03-14,25,https://www.wta.org/go-hiking/hikes/mckenzie-conservation-area
Ulalach Peak,North Cascades,8.5,roundtrip,4150.0,,0.0,0,,,2015-06-06,1,https://www.wta.org/go-hiking/hikes/ulalach-peak
Willapa National Wildlife Refuge - Art Walk,Southwest Washington,0.75,roundtrip,200.0,225.0,3.29,7,46.4121799915,-123.940029144,2020-08-28,11,https://www.wta.org/go-hiking/hikes/willapa-national-wildlife-refuge-art-trail
McClellan Meadows to Indian Racetrack Snowshoe,South Cascades,15.0,roundtrip,1250.0,4350.0,4.25,4,46.0096875704,-121.901713237,,0,https://www.wta.org/go-hiking/hikes/mcclellan-meadows-to-indian-racetrack-snowshoe
Dishman Hills Natural Area - Deep Ravine Loop Trail,Eastern Washington,2.0,roundtrip,200.0,,0.0,0,47.6550115061,-117.288819999,2021-03-05,7,https://www.wta.org/go-hiking/hikes/dishman-hills-natural-area-deep-ravine-loop-trail
Lower Marble Creek Falls,Southwest Washington,0.88,roundtrip,,1012.0,5.0,1,45.9570779806,-122.557266955,2020-06-03,6,https://www.wta.org/go-hiking/hikes/lower-marble-creek-falls
Walker Preserve,Puget Sound and Islands,1.0,roundtrip,100.0,200.0,0.0,0,47.4514,-122.3367,2020-11-25,9,https://www.wta.org/go-hiking/hikes/walker-preserve
Redmond Central Connector Trail,Puget Sound and Islands,4.6,roundtrip,13.0,49.0,2.0,1,47.6701257576,-122.124218195,2020-08-20,7,https://www.wta.org/go-hiking/hikes/redmond-central-connector-trail
Palouse to Cascades Trail - Ellensburg Trailhead,Central Washington,,,,,2.0,3,47.1708107561,-120.871925354,2018-06-02,10,https://www.wta.org/go-hiking/hikes/palouse-to-cascades-trail-ellensburg
Anthracite Peak,Central Cascades,,,,5006.0,0.0,0,48.108096,-121.504248,2016-08-26,1,https://www.wta.org/go-hiking/hikes/anthracite-peak
Beaver Peak,North Cascades,2.6,roundtrip,1700.0,5113.0,0.0,0,48.09845,-121.50823,2016-08-26,1,https://www.wta.org/go-hiking/hikes/beaver-peak
Edfro Creek Preserve,North Cascades,9.4,roundtrip,,,3.0,1,48.67117558197521,-122.1424663066864,2021-01-10,6,https://www.wta.org/go-hiking/hikes/edfro-creek-preserve
Old Mill Park,Puget Sound and Islands,,,,,0.0,0,47.65019,-122.688695,,0,https://www.wta.org/go-hiking/hikes/old-mill-park
Twisp Pass via Dagger Lake,North Cascades,15.2,roundtrip,2420.0,6060.0,0.0,0,48.504973,-120.719054,2020-10-06,4,https://www.wta.org/go-hiking/hikes/twisp-pass-via-dagger-lake
Naches Trail,Mount Rainier Area,5.7,one-way,2600.0,5100.0,0.0,0,47.1085778653,-121.474906403,2020-09-05,2,https://www.wta.org/go-hiking/hikes/naches-trail-1175
Fallen Leaf Lake,Southwest Washington,1.4,roundtrip,,,4.0,1,45.5997689955,-122.408093512,2019-08-11,5,https://www.wta.org/go-hiking/hikes/fallen-leaf-lake-trail
Gorge Lake Overlook,North Cascades,0.53,roundtrip,70.0,,0.0,0,,,2020-09-28,8,https://www.wta.org/go-hiking/hikes/gorge-lake-overlook
McCormick Forest Park,Olympic Peninsula,3.0,roundtrip,200.0,400.0,3.75,4,47.351164365,-122.621345222,2020-12-14,17,https://www.wta.org/go-hiking/hikes/mccormick-forest-park
John Tursi Trail,Puget Sound and Islands,2.2,roundtrip,600.0,,3.5,2,48.4170123384,-122.643887848,2021-01-23,32,https://www.wta.org/go-hiking/hikes/john-tursi-trail
Twin Ponds Park,Puget Sound and Islands,1.25,roundtrip,45.0,340.0,2.5,2,47.738750765,-122.334362604,2020-07-03,4,https://www.wta.org/go-hiking/hikes/twin-ponds-park
Copper Ridge Loop,North Cascades,34.0,roundtrip,8600.0,6260.0,4.36,11,48.9101656725,-121.591727256,2020-09-30,62,https://www.wta.org/go-hiking/hikes/copper-ridge-loop
Squibbs Creek,Puget Sound and Islands,0.6,roundtrip,140.0,700.0,0.0,0,47.5667290204,-122.137534252,2021-04-10,5,https://www.wta.org/go-hiking/hikes/squibbs-creek
Mirror Lake via the Pacific Crest Trail (PCT),Snoqualmie Region,7.0,roundtrip,1180.0,4195.0,3.8,10,47.3731354093,-121.446843669,2020-11-07,103,https://www.wta.org/go-hiking/hikes/mirror-lake-via-the-pct
Lake Tye,Puget Sound and Islands,2.0,roundtrip,9.0,45.0,5.0,1,47.8625281967,-122.009782791,2021-04-13,12,https://www.wta.org/go-hiking/hikes/lake-tye
Sentinel Mountain,Central Washington,,,,2372.0,0.0,0,46.8181885,-119.8622673,2020-11-11,7,https://www.wta.org/go-hiking/hikes/sentinel-mountain
Silver Gulch Trail,North Cascades,,,,,1.0,2,48.0784396,-121.5670624,2018-05-21,3,https://www.wta.org/go-hiking/hikes/silver-gulch-trail
Shangri La,Issaquah Alps,3.4,roundtrip,643.0,,3.64,11,47.5409121449,-122.096355781,2021-04-11,133,https://www.wta.org/go-hiking/hikes/shangri-la
Shorthorn,South Cascades,5.6,roundtrip,1400.0,6100.0,3.8,5,46.1308076158,-121.515166041,2020-07-10,7,https://www.wta.org/go-hiking/hikes/shorthorn
Scatter Lake,North Cascades,8.5,roundtrip,3850.0,7047.0,4.0,5,48.4348166667,-120.520083333,2020-09-29,36,https://www.wta.org/go-hiking/hikes/scatter-lake
River Meadows Park,North Cascades,,,,,5.0,2,48.1797193,-122.0836809,2021-01-30,27,https://www.wta.org/go-hiking/hikes/river-meadows-park
Salt Creek,Olympic Peninsula,,,,,2.0,5,48.1649834062,-123.700819016,2021-03-15,5,https://www.wta.org/go-hiking/hikes/salt-creek
Sawtooth Ridge,Eastern Washington,8.0,roundtrip,500.0,5500.0,2.67,3,46.0617836077,-117.844132483,2020-08-30,9,https://www.wta.org/go-hiking/hikes/sawtooth-ridge-blue-mtns
Ryan Lake,South Cascades,0.7,roundtrip,165.0,3465.0,3.2,5,46.351767,-122.0637,2020-07-13,7,https://www.wta.org/go-hiking/hikes/ryan-lake
Snider-Jackson Traverse,Olympic Peninsula,12.5,one-way,796.0,1675.0,2.6,5,47.9377355717,-124.165399075,2020-07-23,17,https://www.wta.org/go-hiking/hikes/rugged-ridge
Robinson Pass Loop,North Cascades,7.9,roundtrip,2500.0,6942.0,0.0,0,48.737836,-120.6785,2020-07-17,4,https://www.wta.org/go-hiking/hikes/robinson-pass-cutoff-478a
Sasse Ridge,Snoqualmie Region,5.0,roundtrip,1400.0,5730.0,3.6,5,47.3857403065,-121.057577133,2020-06-15,39,https://www.wta.org/go-hiking/hikes/sasse-mountain
Deer and Sand Lake,South Cascades,5.2,roundtrip,960.0,5315.0,2.78,9,46.6447333333,-121.382266667,2021-03-27,59,https://www.wta.org/go-hiking/hikes/sand-lake
Saltese Uplands,Eastern Washington,3.6,roundtrip,,,4.0,3,47.6422166,-117.1263272,2020-06-20,23,https://www.wta.org/go-hiking/hikes/saltese-uplands
Rock Creek,Snoqualmie Region,8.6,roundtrip,2500.0,4100.0,4.4,5,47.5162732117,-121.452312469,2020-11-29,30,https://www.wta.org/go-hiking/hikes/rock-creek-2
Rooster Mountain,Snoqualmie Region,14.0,roundtrip,4500.0,5340.0,4.0,7,47.5596601,-121.5327761,2021-01-16,32,https://www.wta.org/go-hiking/hikes/rooster-mountain
Tuck and Robin Lakes,Snoqualmie Region,16.0,roundtrip,2900.0,6300.0,4.24,29,47.5442537,-121.0970237,2020-11-01,302,https://www.wta.org/go-hiking/hikes/robin-lakes
Salmon Creek Trail,Southwest Washington,5.0,roundtrip,30.0,60.0,4.0,1,45.7075108,-122.6657661,2020-06-28,17,https://www.wta.org/go-hiking/hikes/salmon-creek-trail
Roaring Ridge Snowshoe via Road 9070,Snoqualmie Region,10.0,roundtrip,3200.0,4988.0,0.0,0,47.3884801874,-121.397072618,2019-04-28,5,https://www.wta.org/go-hiking/hikes/roaring-ridge-snowshoe-via-road-9070
Quarry,Issaquah Alps,2.0,roundtrip,,,4.0,7,47.5241065123,-122.115066871,2021-04-05,110,https://www.wta.org/go-hiking/hikes/quarry
Quillayute River Slough,Olympic Peninsula,1.8,trails,60.0,50.0,2.5,4,47.91815,-124.602667,2020-07-04,8,https://www.wta.org/go-hiking/hikes/quillayute-river
Red Mountain Snowshoe,Snoqualmie Region,8.0,roundtrip,3560.0,5880.0,0.0,0,47.4027645052,-121.111092567,2021-01-17,11,https://www.wta.org/go-hiking/hikes/red-mountain-2
Red Cedars,Issaquah Alps,0.6,roundtrip,,,2.5,2,47.5428531383,-122.080176696,2021-04-11,21,https://www.wta.org/go-hiking/hikes/red-cedars
Quartz Creek/Lake Blethen,Snoqualmie Region,11.0,roundtrip,2550.0,3700.0,2.17,6,47.5665656568,-121.532907486,2021-03-13,31,https://www.wta.org/go-hiking/hikes/quartz-creek-lake-blethen
Red Mountain (Commonwealth Basin),Snoqualmie Region,6.0,roundtrip,2900.0,5890.0,3.64,11,47.4278288004,-121.413441477,2020-12-27,161,https://www.wta.org/go-hiking/hikes/red-mountain-1
Quartz Creek Butte,South Cascades,3.8,roundtrip,1000.0,2770.0,3.75,4,46.1937688,-121.7692285,2020-07-08,6,https://www.wta.org/go-hiking/hikes/quartz-creek-butte
Quick Creek Camp,Snoqualmie Region,12.0,roundtrip,,,2.75,4,47.3859736638,-121.094055176,2019-10-05,7,https://www.wta.org/go-hiking/hikes/quick-creek-camp
Raptor Ridge Trail,Puget Sound and Islands,8.0,roundtrip,1500.0,,3.43,7,48.6999116492,-122.48966217,2021-03-25,102,https://www.wta.org/go-hiking/hikes/raptor-ridge-chuckanut-mountain
Rainbow Creek Trail,North Cascades,33.0,roundtrip,,,0.0,0,48.3377728254,-120.694109648,2020-08-10,12,https://www.wta.org/go-hiking/hikes/rainbow-creek-trail
Red Pass,Snoqualmie Region,,,2300.0,5300.0,3.4,5,47.4290163055,-121.414718628,2021-01-23,63,https://www.wta.org/go-hiking/hikes/red-pass
Bear Creek Falls,North Cascades,,,,,3.33,3,48.6184702971,-121.736969948,2017-05-08,12,https://www.wta.org/go-hiking/hikes/bear-creek-falls
Mineral Butte,Central Cascades,,,,,5.0,2,,,2009-08-15,15,https://www.wta.org/go-hiking/hikes/mineral-butte
Yakima Peak,Mount Rainier Area,,,,,4.0,3,46.8748860343,-121.518023014,2017-08-06,10,https://www.wta.org/go-hiking/hikes/yakima-peak
Chair Peak Lake,Snoqualmie Region,,,,,3.29,7,47.4149182982,-121.443411559,2021-01-30,41,https://www.wta.org/go-hiking/hikes/chair-peak-lake
Airplane Lake (Sultan),Central Cascades,,,,,3.75,4,,,2018-07-22,8,https://www.wta.org/go-hiking/hikes/airplane-lake-sultan
Captain Point,Central Cascades,,,,,3.5,2,47.7669444,-121.1938888,2020-05-28,8,https://www.wta.org/go-hiking/hikes/captain-point
Junggeselle Peak,Snoqualmie Region,,,,6527.0,2.5,2,,,2009-07-18,1,https://www.wta.org/go-hiking/hikes/junggeselle-peak
Thatsit Peak,Central Cascades,,,,,3.0,2,,,2011-08-19,2,https://www.wta.org/go-hiking/hikes/thatsit-peak
Bill's Peak,Snoqualmie Region,,,,6917.0,3.67,3,,,2020-11-01,14,https://www.wta.org/go-hiking/hikes/bills-peak
Teanaway Butte,Central Cascades,,,,4760.0,3.5,2,47.3121767904,-120.947799683,2021-03-13,24,https://www.wta.org/go-hiking/hikes/teanaway-butte
Stevens Peak,Mount Rainier Area,,,,,3.5,2,46.7461092572,-121.676620245,2017-07-12,3,https://www.wta.org/go-hiking/hikes/stevens-peak
Boundary Peak,Mount Rainier Area,,,,,2.5,2,,,2020-07-20,3,https://www.wta.org/go-hiking/hikes/boundary-peak
Deception Basin,Olympic Peninsula,,,,,4.0,4,,,2017-07-29,7,https://www.wta.org/go-hiking/hikes/deception-basin
Gravel Lake - Ridge Lake,Snoqualmie Region,,,,,4.2,5,47.4276807999,-121.413602829,2020-11-06,91,https://www.wta.org/go-hiking/hikes/gravel-lake
Silver Creek - Mineral City,Central Cascades,,,,,3.8,5,47.8258913158,-121.516256332,2020-05-24,23,https://www.wta.org/go-hiking/hikes/silver-creek-mineral-city
Border Lake BC,North Cascades,,,,,2.5,2,,,2009-09-22,1,https://www.wta.org/go-hiking/hikes/border-lake-bc
Ramon Lakes,North Cascades,,,,,2.67,3,,,2016-07-18,2,https://www.wta.org/go-hiking/hikes/ramon-lakes
Anderson Mountain,Puget Sound and Islands,,,,,2.5,2,,,2020-12-24,8,https://www.wta.org/go-hiking/hikes/anderson-mountain
Mountaineer Ridge,Central Cascades,,,,6920.0,1.5,2,,,2021-04-17,2,https://www.wta.org/go-hiking/hikes/mountaineer-ridge
Military Ridge,Issaquah Alps,,,,,3.5,2,,,2021-02-27,6,https://www.wta.org/go-hiking/hikes/military-ridge
Lake Hozomeen,North Cascades,,,,,2.0,2,,,2020-08-07,16,https://www.wta.org/go-hiking/hikes/hozomeen
Curtis Glacier,North Cascades,,,,,1.5,2,,,2020-08-11,3,https://www.wta.org/go-hiking/hikes/curtis-glacier
Mount Sylvester,Central Cascades,,,,,2.5,2,,,2020-09-15,5,https://www.wta.org/go-hiking/hikes/sylvester-mt
Plummer Peak,Mount Rainier Area,4.5,roundtrip,1500.0,6359.0,4.0,6,46.7682341434,-121.731130987,2020-09-08,38,https://www.wta.org/go-hiking/hikes/plummer-peak
Pinnacle Peak,Mount Rainier Area,,,,,3.19,16,46.7685575046,-121.729717255,2020-10-17,108,https://www.wta.org/go-hiking/hikes/pinnacle-peak
Lake Philippa,Snoqualmie Region,,,,,3.5,2,,,2014-05-24,11,https://www.wta.org/go-hiking/hikes/lake-philippa
Dewey Peak,Mount Rainier Area,,,,,3.0,3,,,2009-08-03,1,https://www.wta.org/go-hiking/hikes/dewey-peak
The Castle,Mount Rainier Area,,,,,4.0,4,46.7666069,-121.6990741,2020-07-28,18,https://www.wta.org/go-hiking/hikes/the-castle
Seymour Peak,Mount Rainier Area,,,,,4.0,2,,,2009-08-03,2,https://www.wta.org/go-hiking/hikes/seymour-peak
Governors Ridge,Mount Rainier Area,,,,,1.67,3,,,2020-06-22,2,https://www.wta.org/go-hiking/hikes/governors-ridge
Glory Lake,North Cascades,,,,,2.75,4,,,,0,https://www.wta.org/go-hiking/hikes/glory-lake
First Butte,North Cascades,,,,,2.25,4,,,2020-07-18,2,https://www.wta.org/go-hiking/hikes/first-butte
Evans Lake,Central Cascades,1.0,roundtrip,50.0,3700.0,3.0,4,47.6588666667,-121.322983333,2020-07-21,19,https://www.wta.org/go-hiking/hikes/evans-lake-1
Flower Dome,Central Cascades,,,,,3.0,4,,,2019-08-19,5,https://www.wta.org/go-hiking/hikes/flower-dome
Fern Lake,Central Cascades,,,,,3.8,5,,,2020-05-23,11,https://www.wta.org/go-hiking/hikes/fern-lake
Elsnor Mine,Snoqualmie Region,,,,,2.33,3,,,2019-06-14,2,https://www.wta.org/go-hiking/hikes/elsnor-mine
Eldorado and Turnpike Passes,Snoqualmie Region,8.0,roundtrip,2200.0,6100.0,2.75,4,47.4216,-120.937383333,2016-08-28,3,https://www.wta.org/go-hiking/hikes/eldorado-turnpike-passes
Fairholm Campground,Olympic Peninsula,,,,,3.5,4,,,,0,https://www.wta.org/go-hiking/hikes/fairholm-campground
Elk Ridge,Olympic Peninsula,,,,,2.17,6,,,2019-08-22,2,https://www.wta.org/go-hiking/hikes/elk-ridge
Fog City,South Cascades,,,,,2.75,4,,,2015-09-26,4,https://www.wta.org/go-hiking/hikes/fog-city
Emerald Park,Central Cascades,,,,,2.5,4,48.2002298,-120.5914623,2014-08-22,10,https://www.wta.org/go-hiking/hikes/emerald-park
Foolhen Lake,North Cascades,,,,,2.75,4,,,2004-08-20,1,https://www.wta.org/go-hiking/hikes/foolhen-lake
Equestrian Loops,Issaquah Alps,,,,,4.0,4,,,2021-01-16,7,https://www.wta.org/go-hiking/hikes/equestrian-loops
Fish Lake,Mount Rainier Area,14.0,roundtrip,1200.0,5400.0,2.0,4,46.8306,-121.377066667,2020-06-08,13,https://www.wta.org/go-hiking/hikes/fish-lake-way
Entiat River,Central Cascades,,,,,3.8,5,48.0119751267,-120.623016357,2020-09-04,58,https://www.wta.org/go-hiking/hikes/entiat-river
Fishhook Flat,South Cascades,,,,,1.25,4,,,,0,https://www.wta.org/go-hiking/hikes/fishhook-flat
Fish Creek,Central Cascades,,,,,2.75,4,48.147350221,-120.489358062,2020-07-05,4,https://www.wta.org/go-hiking/hikes/fish-creek
Elwha Basin,Olympic Peninsula,,,,,3.8,5,47.9847515242,-123.412904745,2020-05-23,11,https://www.wta.org/go-hiking/hikes/elwha-basin
First Creek,Central Cascades,,,,,3.0,6,,,2014-06-21,3,https://www.wta.org/go-hiking/hikes/first-creek
Fifes Ridge,Mount Rainier Area,8.0,roundtrip,3100.0,6000.0,3.0,5,46.9517666667,-121.07945,2020-08-25,36,https://www.wta.org/go-hiking/hikes/fifes-ridge
Elip Creek,Olympic Peninsula,,,,,2.6,5,,,2020-09-04,10,https://www.wta.org/go-hiking/hikes/elip-creek
Fire Creek,North Cascades,,,,,4.0,4,,,2020-09-01,7,https://www.wta.org/go-hiking/hikes/fire-creek
Douglas Creek Canyon - Badger Mountain,Central Washington,6.0,roundtrip,900.0,2400.0,2.8,5,47.4851219,-119.8979832,2010-05-30,4,https://www.wta.org/go-hiking/hikes/doulgas-creek-canyon-badger-mountain
Duffy Creek,Central Washington,8.0,roundtrip,,2900.0,2.5,4,,,2012-10-20,3,https://www.wta.org/go-hiking/hikes/duffy-creek
Drop Creek Spur,Central Cascades,,,,,2.75,4,,,,0,https://www.wta.org/go-hiking/hikes/drop-creek-spur
Dutch Miller Gap,Snoqualmie Region,,,,,3.6,5,47.51035,-121.349516667,2020-08-01,92,https://www.wta.org/go-hiking/hikes/dutch-miller-gap
Duncan Hill,Central Cascades,13.6,roundtrip,3000.0,7819.0,3.29,7,48.017389,-120.588126,2020-10-03,14,https://www.wta.org/go-hiking/hikes/duncan-hill
Douglas Creek Canyon - South,Central Washington,5.0,roundtrip,100.0,1500.0,3.0,5,47.4580642,-119.876924,2020-12-20,20,https://www.wta.org/go-hiking/hikes/douglas-creek-canyon-south
Early Winters,North Cascades,,,,,2.25,4,48.5643012,-120.5398802,2020-06-29,17,https://www.wta.org/go-hiking/hikes/early-winters
Eagle Creek Snowshoe,North Cascades,16.6,roundtrip,4900.0,7300.0,2.5,2,,,2014-02-07,2,https://www.wta.org/go-hiking/hikes/eagle-creek-snowshoe
Greenwood Lake,South Cascades,,,,,2.8,5,,,2020-09-03,8,https://www.wta.org/go-hiking/hikes/greenwood-lake
Hamilton Buttes,South Cascades,2.0,roundtrip,700.0,5722.0,3.0,4,46.3911166667,-121.6179,2018-09-08,5,https://www.wta.org/go-hiking/hikes/hamilton-buttes
Goose Prairie,South Cascades,,,,,4.0,5,,,2020-07-25,11,https://www.wta.org/go-hiking/hikes/goose-prairie
Gold Ridge,Central Cascades,,,,,2.0,4,,,,0,https://www.wta.org/go-hiking/hikes/gold-ridge
Greek Creek Basin,South Cascades,,,,,3.5,4,,,2002-09-09,1,https://www.wta.org/go-hiking/hikes/greek-creek-basin
Goat Ridge,South Cascades,,,,,3.12,8,46.4668666667,-121.5265,2020-08-11,71,https://www.wta.org/go-hiking/hikes/goat-ridge
Gillette Ridge,Eastern Washington,,,,,2.0,4,48.6584845633,-117.766227722,2020-06-30,4,https://www.wta.org/go-hiking/hikes/gillette-ridge
Glacier Creek,Central Cascades,,,,,3.25,4,47.6897670166,-120.737411499,2012-07-05,3,https://www.wta.org/go-hiking/hikes/glacier-creek
Fortune Creek-Van Epps,Snoqualmie Region,,,,,1.5,4,47.4787394968,-121.001944095,2020-07-14,12,https://www.wta.org/go-hiking/hikes/fortune-creek-van-epps
Gatton Creek,Olympic Peninsula,,,,,2.0,5,,,2021-03-29,5,https://www.wta.org/go-hiking/hikes/gatton-creek
French Creek,Southwest Washington,7.0,roundtrip,700.0,3800.0,3.0,4,46.2778166667,-121.79425,2009-09-03,2,https://www.wta.org/go-hiking/hikes/french-creek
French Ridge,Central Cascades,,,,,2.6,5,47.6133717611,-120.949730873,2020-08-14,10,https://www.wta.org/go-hiking/hikes/french-ridge
Glacier Peak,Central Cascades,,,,,3.43,7,48.057843,-121.28821,2020-08-30,54,https://www.wta.org/go-hiking/hikes/glacier-peak
French Butte,South Cascades,,,,,2.0,4,,,,0,https://www.wta.org/go-hiking/hikes/french-butte
Freezout Lake,North Cascades,,,,,3.67,3,,,2013-08-27,1,https://www.wta.org/go-hiking/hikes/freezout-lake
Frater Lake,Eastern Washington,1.8,roundtrip,125.0,3318.0,4.0,4,48.654583,-117.484933,2021-02-21,4,https://www.wta.org/go-hiking/hikes/frater-lake
Gifford Peak,South Cascades,11.0,roundtrip,700.0,5200.0,2.5,6,45.9370733102,-121.820418835,2014-06-27,1,https://www.wta.org/go-hiking/hikes/gifford-peak
Gibbs Lake,Olympic Peninsula,2.5,roundtrip,160.0,480.0,3.75,4,47.9703666667,-122.810766667,2021-04-14,21,https://www.wta.org/go-hiking/hikes/gibbs-lake
Frog Mountain,Mount Rainier Area,,,,,2.8,5,,,2018-07-12,4,https://www.wta.org/go-hiking/hikes/frog-mountain
Frosty Creek,North Cascades,,,,,2.0,3,47.6125957,-120.9499118,2019-08-05,3,https://www.wta.org/go-hiking/hikes/frosty-creek
Found Lake,North Cascades,,,,,2.5,4,,,2019-07-25,5,https://www.wta.org/go-hiking/hikes/found-lake
Gamma Ridge,North Cascades,,,,,2.5,4,,,2020-07-23,7,https://www.wta.org/go-hiking/hikes/gamma-ridge
Frost Mountain,South Cascades,,,,,2.33,3,,,,0,https://www.wta.org/go-hiking/hikes/frost-mountain
Four Mile Ridge,Central Cascades,,,,,2.33,3,,,2017-05-10,1,https://www.wta.org/go-hiking/hikes/four-mile-ridge
Goat Peak,Snoqualmie Region,6.0,roundtrip,,,3.8,5,47.1913990948,-121.22367382,2020-10-09,13,https://www.wta.org/go-hiking/hikes/goat-peak-2
Frisco Mountain,North Cascades,,,,,3.25,4,,,2020-09-06,1,https://www.wta.org/go-hiking/hikes/frisco-mountain
Getaway Creek,North Cascades,,,,,3.0,6,,,,0,https://www.wta.org/go-hiking/hikes/getaway-creek
Garland Peak,Central Cascades,10.4,roundtrip,3550.0,7400.0,2.8,5,47.9786333333,-120.726633333,2020-06-14,28,https://www.wta.org/go-hiking/hikes/garland-peak
Goat Flats,North Cascades,,,,,3.0,6,48.1936666667,-121.7702,2020-10-03,71,https://www.wta.org/go-hiking/hikes/goat-flats
Frying Pan Loop,South Cascades,,,,,2.33,3,,,2019-08-18,8,https://www.wta.org/go-hiking/hikes/frying-pan
Angel's Rest-Devil's Rest Loop,Southwest Washington,10.7,roundtrip,2770.0,2308.0,5.0,1,45.5602630285,-122.172582149,2019-10-10,11,https://www.wta.org/go-hiking/hikes/angels-rest-devils-rest
Stehekin to Rainy Pass,North Cascades,18.7,one-way,3600.0,4900.0,0.0,0,120.6565,48.3093,2020-08-10,16,https://www.wta.org/go-hiking/hikes/stehekin-to-rainy-pass
Siouxon Peak Loop,South Cascades,15.3,roundtrip,5120.0,4170.0,0.0,0,45.9429912,-122.1853816,2019-05-04,6,https://www.wta.org/go-hiking/hikes/siouxon-peak-loop
Cape Disappointment State Park - North Head Lighthouse and Bell's Overlook,Southwest Washington,0.75,roundtrip,25.0,200.0,3.83,6,46.2881219278,-124.075469971,2020-07-20,43,https://www.wta.org/go-hiking/hikes/cape-disappointment-state-park
